,Product_name,Sale_Price,Actual_Price,Rating,No_of_Rating,Offer,Specifications
255,"APPLE iPhone 11 Pro (Silver, 256 GB)","₹1,21,300",Same Price,4.6,"8,569 Ratings & 625 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
256,"APPLE iPhone XS (Space Grey, 256 GB)","₹1,03,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
257,"APPLE iPhone 13 Pro (Gold, 128 GB)","₹1,19,900",Same Price,4.7,448 Ratings & 42 Reviews,No offer,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
258,"APPLE iPhone 11 Pro Max (Gold, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
259,"APPLE iPhone 6 (Silver, 128 GB)","₹71,500",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
260,"APPLE iPhone 6 (Grey, 128 GB)","₹71,500",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty
261,"Apple iPhone 11 (White, 256 GB) (Includes EarPods, Power Adapter)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
262,"APPLE iPhone 5C (Pink, 8 GB)","₹37,500",Same Price,3.9,"1,325 Ratings & 265 Reviews",No offer,8 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
263,"APPLE IPhone 4 (Black, 8 GB)","₹22,900",Same Price,4.1,"1,092 Ratings & 185 Reviews",No offer,8 GB ROM8.89 cm (3.5 inch) NA Display5MP Rear Camera | 0.3MP Front Camera1 Year Manufacturer Warranty
264,"APPLE iPhone 7 (PRODUCT) (Red, 256 GB)","₹74,400",Same Price,4.7,29 Ratings & 1 Reviews,No offer,256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
265,"APPLE iPhone XS Max (Space Grey, 64 GB)","₹1,09,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
266,"APPLE iPhone XS (Silver, 64 GB)","₹89,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
267,"APPLE iPhone X (Space Gray, 256 GB)","₹1,06,900",Same Price,4.6,"10,987 Ratings & 876 Reviews",No offer,"256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
268,"APPLE iPhone 5C (Yellow, 8 GB)","₹37,500",Same Price,3.9,"1,325 Ratings & 265 Reviews",No offer,8 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
269,"APPLE iPhone 7 Plus (Black, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
270,"APPLE iPhone 8 (Silver, 64 GB)","₹38,999","₹39,900",4.5,"11,340 Ratings & 799 Reviews",2% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
271,"APPLE iPhone 6s (Rose Gold, 64 GB)","₹72,000",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
272,"APPLE iPhone 13 Pro (Silver, 512 GB)","₹1,49,900",Same Price,4.7,448 Ratings & 42 Reviews,No offer,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
273,"APPLE iPhone XS (Space Grey, 64 GB)","₹89,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
274,"APPLE iPhone XS Max (Gold, 64 GB)","₹1,09,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
275,"APPLE iPhone 6s (Silver, 16 GB)","₹41,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
276,"APPLE iPhone 7 Plus (Gold, 32 GB)","₹36,999","₹37,900",4.5,"29,800 Ratings & 3,000 Reviews",2% off,32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
277,"APPLE iPhone 7 Plus (Gold, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
278,"APPLE iPhone 8 Plus (Gold, 256 GB)","₹84,900",Same Price,4.6,"3,443 Ratings & 355 Reviews",No offer,"256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
279,"APPLE iPhone 5s (Gold, 16 GB)","₹14,999",Same Price,4.4,"62,725 Ratings & 7,383 Reviews",No offer,16 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraApple A7 64-bit processor and M7 Motion Co-processor1 Year for Mobile & Accessories
280,"Apple iPhone XR (Blue, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
281,"APPLE iPhone 7 (Silver, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
282,"APPLE iPhone XS Max (Silver, 64 GB)","₹1,09,900",Same Price,4.6,"1,454 Ratings & 149 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories
283,"APPLE iPhone 7 Plus (Jet Black, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
284,"APPLE iPhone 7 Plus (Jet Black, 256 GB)","₹85,400",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
285,"APPLE iPhone 8 (Space Grey, 64 GB)","₹38,999","₹39,900",4.5,"11,340 Ratings & 799 Reviews",2% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
286,"APPLE iPhone 7 (Jet Black, 128 GB)","₹34,900",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
287,"APPLE iPhone 7 (Rose Gold, 32 GB)","₹24,999","₹31,500",4.5,"94,933 Ratings & 9,226 Reviews",20% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year
288,"APPLE iPhone 11 (Yellow, 256 GB)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
289,"APPLE iPhone 11 (White, 256 GB)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
290,"APPLE iPhone 6 (Gold, 64 GB)","₹62,500",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
291,"APPLE iPhone 8 (PRODUCT)RED (Red, 256 GB)","₹81,500",Same Price,4.7,113 Ratings & 10 Reviews,No offer,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
292,"APPLE iPhone 6s (Rose Gold, 128 GB)","₹55,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
293,"APPLE iPhone 7 Plus (Gold, 256 GB)","₹85,400",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
294,"APPLE iPhone 6s Plus (Rose Gold, 16 GB)","₹49,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
295,"APPLE iPhone 7 (Rose Gold, 128 GB)","₹34,900",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
296,"Apple iPhone 11 (Purple, 256 GB) (Includes EarPods, Power Adapter)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
297,"APPLE iPhone 6s Plus (Rose Gold, 128 GB)","₹70,000",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,128 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
298,"APPLE iPhone 11 Pro Max (Midnight Green, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
299,"APPLE iPhone 6 (Gold, 32 GB)","₹30,780",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,32 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processorBrand Warranty of 1 Year
300,"APPLE iPhone 7 Plus (Jet Black, 32 GB)","₹36,999","₹37,900",4.5,"29,800 Ratings & 3,000 Reviews",2% off,32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor1 Year Manufacturer Warranty
301,"APPLE iPhone 5C (Blue, 8 GB)","₹14,999",Same Price,3.9,"1,325 Ratings & 265 Reviews",No offer,8 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
302,"APPLE iPhone 5C (White, 32 GB)","₹53,500",Same Price,3.9,"1,325 Ratings & 265 Reviews",No offer,32 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
303,"APPLE iPhone 6 Plus (Gold, 64 GB)","₹71,500",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,64 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
304,"APPLE iPhone 6 Plus (Silver, 16 GB)","₹40,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year for Mobile & 6 Months for Accessories
305,"APPLE iPhone 11 (Green, 128 GB)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
306,"APPLE iPhone 5C (White, 8 GB)","₹14,999",Same Price,3.9,"1,325 Ratings & 265 Reviews",No offer,8 GB ROM10.16 cm (4 inch) Retina Display8MP Rear Camera | 1.2MP Front CameraA6 Chip Processor1 Year Manufacturer Warranty
307,"Apple iPhone 11 (Yellow, 128 GB) (Includes EarPods, Power Adapter)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
308,"APPLE iPhone 11 Pro Max (Space Grey, 512 GB)","₹1,50,800",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,512 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
309,"APPLE iPhone 7 (Silver, 128 GB)","₹34,900",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
310,"APPLE iPhone 6 Plus (Space Grey, 128 GB)","₹80,500",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,128 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
311,"APPLE iPhone XS (Gold, 64 GB)","₹89,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
312,"APPLE iPhone 7 (Jet Black, 256 GB)","₹74,400",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
313,"APPLE iPhone 11 (Purple, 128 GB)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
314,"Apple iPhone 11 (Red, 256 GB) (Includes EarPods, Power Adapter)","₹61,499","₹64,900",4.6,"78,000 Ratings & 5,889 Reviews",5% off,256 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
315,"APPLE iPhone 7 (Gold, 256 GB)","₹74,400",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
316,"APPLE iPhone 7 Plus (Silver, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
317,"APPLE iPhone 7 (Silver, 256 GB)","₹74,400",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
318,"APPLE iPhone 8 Plus (Space Grey, 256 GB)","₹84,900",Same Price,4.6,"3,443 Ratings & 355 Reviews",No offer,"256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
319,"Apple iPhone XR (Coral, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
320,"APPLE iPhone 6 (Gold, 16 GB)","₹36,499",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,16 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
321,"APPLE iPhone X (Silver, 64 GB)","₹91,900",Same Price,4.6,"10,987 Ratings & 876 Reviews",No offer,"64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
322,"APPLE iPhone 7 Plus (Rose Gold, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
323,"APPLE iPhone 6s (Space Grey, 16 GB)","₹62,000",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
324,"APPLE iPhone 7 Plus (Red, 128 GB)","₹42,900",Same Price,4.5,"29,800 Ratings & 3,000 Reviews",No offer,128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
325,"Apple iPhone SE (Black, 128 GB) (Includes EarPods, Power Adapter)","₹32,999","₹44,900",4.5,"1,41,146 Ratings & 11,244 Reviews",26% off,"128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
326,"APPLE iPhone 6 (Silver, 64 GB)","₹62,000",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
327,"APPLE iPhone 7 (Red, 128 GB)","₹34,900",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
328,"Apple iPhone SE (Red, 64 GB) (Includes EarPods, Power Adapter)","₹27,999","₹39,900",4.5,"1,41,146 Ratings & 11,244 Reviews",29% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
329,"APPLE iPhone X (Space Gray, 64 GB)","₹91,900",Same Price,4.6,"10,987 Ratings & 876 Reviews",No offer,"64 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year"
330,"APPLE iPhone XR (Yellow, 64 GB)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
331,"APPLE iPhone 7 (Black, 256 GB)","₹74,400",Same Price,4.5,"94,933 Ratings & 9,226 Reviews",No offer,256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year
332,"APPLE iPhone 12 Pro Max (Gold, 128 GB)","₹1,19,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
333,"APPLE iPhone 11 Pro (Space Grey, 256 GB)","₹1,21,300",Same Price,4.6,"8,569 Ratings & 625 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
334,"APPLE iPhone X (Silver, 256 GB)","₹1,06,900",Same Price,4.6,"10,987 Ratings & 876 Reviews",No offer,"256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
335,"Apple iPhone 11 (Red, 64 GB) (Includes EarPods, Power Adapter)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
336,"Apple iPhone 11 (Purple, 128 GB) (Includes EarPods, Power Adapter)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
337,"Apple iPhone 11 (Black, 128 GB) (Includes EarPods, Power Adapter)","₹51,499","₹54,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
338,"APPLE iPhone 11 Pro Max (Silver, 256 GB)","₹1,31,900",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
339,"APPLE iPhone 6 (Gold, 128 GB)","₹49,999",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
340,"APPLE iPhone 6s (Silver, 128 GB)","₹55,999",Same Price,4.5,"93,085 Ratings & 9,280 Reviews",No offer,128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year
341,"APPLE iPhone XS (Silver, 256 GB)","₹1,03,900",Same Price,4.7,"11,960 Ratings & 874 Reviews",No offer,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories
