,Product_name,Sale_Price,Actual_Price,Rating,No_of_Rating,Offer,Specifications
96,"APPLE iPhone 13 Pro (Sierra Blue, 512 GB)","₹1,49,900",Same Price,4.7,448 Ratings & 42 Reviews,No offer,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
97,"APPLE iPhone 12 Pro Max (Silver, 512 GB)","₹1,49,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
98,"APPLE iPhone 13 (Pink, 512 GB)","₹1,04,900","₹1,09,900",4.7,"1,920 Ratings & 204 Reviews",4% off,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
99,"APPLE iPhone 12 Pro Max (Silver, 128 GB)","₹1,19,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
100,"APPLE iPhone 13 (Starlight, 512 GB)","₹1,04,900","₹1,09,900",4.7,"1,920 Ratings & 204 Reviews",4% off,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
101,"APPLE iPhone 13 Pro (Sierra Blue, 1 TB)","₹1,69,900",Same Price,4.7,448 Ratings & 42 Reviews,No offer,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
102,"APPLE iPhone 11 Pro Max (Silver, 64 GB)","₹1,17,100",Same Price,4.7,"1,093 Ratings & 100 Reviews",No offer,64 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
103,"APPLE iPhone 13 (Blue, 512 GB)","₹1,04,900","₹1,09,900",4.7,"1,920 Ratings & 204 Reviews",4% off,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
104,"APPLE iPhone 12 Pro Max (Gold, 512 GB)","₹1,49,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
105,"APPLE iPhone 12 Pro (Graphite, 512 GB)","₹1,34,900","₹1,39,900",4.6,"1,054 Ratings & 70 Reviews",3% off,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
106,"APPLE iPhone 8 Plus (Space Grey, 64 GB)","₹49,900",Same Price,4.6,"3,443 Ratings & 355 Reviews",No offer,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year"
107,"APPLE iPhone 6s (Gold, 32 GB)","₹25,299","₹29,900",4.5,"93,085 Ratings & 9,280 Reviews",15% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
108,"APPLE iPhone SE (White, 64 GB)","₹27,999","₹39,900",4.5,"1,41,146 Ratings & 11,244 Reviews",29% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
109,"APPLE iPhone SE (Black, 64 GB)","₹27,999","₹39,900",4.5,"1,41,146 Ratings & 11,244 Reviews",29% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
110,"APPLE iPhone 12 Mini (White, 64 GB)","₹41,999","₹59,900",4.5,"84,015 Ratings & 6,743 Reviews",29% off,"64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
111,"APPLE iPhone XR (Black, 128 GB)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,"128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
112,"Apple iPhone XR (White, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
113,"APPLE iPhone SE (Black, 128 GB)","₹32,999","₹44,900",4.5,"1,41,146 Ratings & 11,244 Reviews",26% off,"128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
114,"APPLE iPhone XR ((PRODUCT)RED, 128 GB)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,"128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
115,"APPLE iPhone 13 Mini (Blue, 128 GB)","₹66,900","₹69,900",4.6,272 Ratings & 25 Reviews,4% off,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
116,"APPLE iPhone 12 Mini (Purple, 64 GB)","₹41,999","₹59,900",4.5,"84,015 Ratings & 6,743 Reviews",29% off,64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED DisplayBrand Warranty for 1 Year
117,"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
118,"APPLE iPhone SE (White, 128 GB)","₹32,999","₹44,900",4.5,"1,41,146 Ratings & 11,244 Reviews",26% off,"128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year"
119,"APPLE iPhone 12 Mini (Black, 128 GB)","₹54,999","₹64,900",4.5,"84,015 Ratings & 6,743 Reviews",15% off,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
120,"APPLE iPhone 6s (Gold, 32 GB)","₹25,299","₹29,900",4.5,"93,085 Ratings & 9,280 Reviews",15% off,32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
121,"Apple iPhone XR ((PRODUCT)RED, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
122,"Apple iPhone XR (White, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
123,"APPLE iPhone 12 Mini (Purple, 64 GB)","₹41,999","₹59,900",4.5,"84,015 Ratings & 6,743 Reviews",29% off,64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED DisplayBrand Warranty for 1 Year
124,"Apple iPhone XR (White, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
125,"APPLE iPhone 12 Mini (Black, 128 GB)","₹54,999","₹64,900",4.5,"84,015 Ratings & 6,743 Reviews",15% off,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
126,"APPLE iPhone 12 Mini (Blue, 128 GB)","₹54,999","₹64,900",4.5,"84,015 Ratings & 6,743 Reviews",15% off,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
127,"APPLE iPhone 13 Pro Max (Sierra Blue, 256 GB)","₹1,39,900",Same Price,4.7,652 Ratings & 69 Reviews,No offer,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
128,"APPLE iPhone 12 (Blue, 64 GB)","₹52,999","₹65,900",4.7,"1,56,242 Ratings & 10,698 Reviews",19% off,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
129,"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
130,"APPLE iPhone XR (Blue, 128 GB)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
131,"APPLE iPhone 11 (Red, 64 GB)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
132,"APPLE iPhone 12 Mini (Green, 64 GB)","₹41,999","₹59,900",4.5,"84,015 Ratings & 6,743 Reviews",29% off,"64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
133,"APPLE iPhone 12 (Purple, 128 GB)","₹64,999","₹70,900",4.7,"1,56,242 Ratings & 10,698 Reviews",8% off,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
134,"APPLE iPhone 13 ((PRODUCT)RED, 128 GB)","₹74,900","₹79,900",4.7,"1,920 Ratings & 204 Reviews",6% off,128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year
135,"APPLE iPhone 12 (White, 64 GB)","₹52,999","₹65,900",4.7,"1,56,242 Ratings & 10,698 Reviews",19% off,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
136,"APPLE iPhone 12 (Red, 128 GB)","₹64,999","₹70,900",4.7,"1,56,242 Ratings & 10,698 Reviews",8% off,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
137,"APPLE iPhone 12 Mini (Green, 128 GB)","₹54,999","₹64,900",4.5,"84,015 Ratings & 6,743 Reviews",15% off,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
138,"Apple iPhone XR ((PRODUCT)RED, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
139,"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
140,"APPLE iPhone 12 (White, 128 GB)","₹64,999","₹70,900",4.7,"1,56,242 Ratings & 10,698 Reviews",8% off,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
141,"APPLE iPhone XR ((PRODUCT)RED, 64 GB)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,"64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
142,"APPLE iPhone 12 Mini (Red, 64 GB)","₹41,999","₹59,900",4.5,"84,015 Ratings & 6,743 Reviews",29% off,"64 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
143,"APPLE iPhone XR (Black, 64 GB)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,"64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year"
144,"APPLE iPhone 12 (Green, 128 GB)","₹64,999","₹70,900",4.7,"1,56,242 Ratings & 10,698 Reviews",8% off,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
145,"APPLE iPhone 12 (Purple, 64 GB)","₹52,999","₹65,900",4.7,"1,56,242 Ratings & 10,698 Reviews",19% off,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
146,"APPLE iPhone 12 (Black, 128 GB)","₹64,999","₹70,900",4.7,"1,56,242 Ratings & 10,698 Reviews",8% off,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
147,"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)","₹39,999","₹52,900",4.6,"99,045 Ratings & 8,471 Reviews",24% off,128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
148,"APPLE iPhone 12 Mini (White, 256 GB)","₹64,999","₹74,900",4.5,"84,015 Ratings & 6,743 Reviews",13% off,"256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
149,"APPLE iPhone 12 (Green, 64 GB)","₹52,999","₹65,900",4.7,"1,56,242 Ratings & 10,698 Reviews",19% off,"64 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
150,"APPLE iPhone 12 Mini (Red, 128 GB)","₹54,999","₹64,900",4.5,"84,015 Ratings & 6,743 Reviews",15% off,"128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
151,"APPLE iPhone 11 (Yellow, 64 GB)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
152,"APPLE iPhone 6 Plus (Silver, 128 GB)","₹48,999",Same Price,4.5,"1,670 Ratings & 201 Reviews",No offer,128 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
153,"APPLE iPhone 11 (Green, 64 GB)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
154,"Apple iPhone SE (White, 64 GB) (Includes EarPods, Power Adapter)","₹27,999","₹39,900",4.5,"1,41,146 Ratings & 11,244 Reviews",29% off,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
155,"APPLE iPhone 6s Plus (Silver, 16 GB)","₹49,999",Same Price,4.4,"18,848 Ratings & 2,392 Reviews",No offer,16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year
156,"Apple iPhone SE (Black, 256 GB) (Includes EarPods, Power Adapter)","₹42,999","₹54,900",4.5,"1,41,146 Ratings & 11,244 Reviews",21% off,"256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year"
157,"Apple iPhone XR (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹34,999","₹47,900",4.6,"99,045 Ratings & 8,471 Reviews",26% off,64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year
158,"APPLE iPhone 12 (Green, 256 GB)","₹74,999","₹80,900",4.7,"1,56,242 Ratings & 10,698 Reviews",7% off,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIndustry-leading IP68 Water ResistanceAll Screen OLED Display12MP TrueDepth Front Camera with Night Mode, 4K Dolby Vision HDR RecordingBrand Warranty for 1 Year"
159,"APPLE iPhone 12 Pro Max (Graphite, 256 GB)","₹1,29,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
160,"APPLE iPhone 12 Mini (Purple, 128 GB)","₹54,999","₹64,900",4.5,"84,015 Ratings & 6,743 Reviews",15% off,128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic ShieldIP68 Water ResistanceAll Screen OLED DisplayBrand Warranty for 1 Year
161,"APPLE iPhone 6 (Space Grey, 64 GB)","₹44,999",Same Price,4.4,"1,45,616 Ratings & 16,341 Reviews",No offer,64 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty
162,"Apple iPhone XR (Black, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
163,"Apple iPhone XR ((PRODUCT)RED, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",Same Price,4.6,"99,045 Ratings & 8,471 Reviews",No offer,256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year
164,"APPLE iPhone 12 Pro Max (Graphite, 512 GB)","₹1,49,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
165,"APPLE iPhone 12 Pro Max (Graphite, 128 GB)","₹1,19,900",Same Price,4.6,"1,202 Ratings & 98 Reviews",No offer,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year"
166,"APPLE iPhone 11 (White, 64 GB)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty of 1 Year
167,"Apple iPhone 11 (Yellow, 64 GB) (Includes EarPods, Power Adapter)","₹46,499","₹49,900",4.6,"78,000 Ratings & 5,889 Reviews",6% off,64 GB ROM15.49 cm (6.1 inch) Liquid Retina HD Display12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year
